,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
2262,215.495,92.64,168.55,329.26,144.74,114.41,41.275,43.395,99.26,63.315,74.715,250.325,173.625,149.73,49.665,128.19,109.08,160.285,53.905,89.585,66.465,35.635,78.555,136.855,124.34,224.46,47.315,118.975,86.635,62.955
2263,215.3,92.555,168.41,329.08,144.585,114.365,41.235,43.375,99.225,63.275,74.685,250.155,173.45,149.665,49.625,128.06,109.005,160.185,53.865,89.495,66.415,35.615,78.515,136.79,124.285,224.315,47.285,118.87,86.585,62.945
2264,215.34,92.59,168.435,329.01,144.615,114.38,41.255,43.375,99.225,63.285,74.675,250.085,173.51,149.69,49.635,128.085,109.015,160.195,53.865,89.515,66.415,35.625,78.515,136.81,124.275,224.305,47.305,118.9,86.595,62.955
2265,215.38,92.58,168.445,329.055,144.59,114.355,41.255,43.375,99.215,63.285,74.675,250.085,173.52,149.71,49.645,128.095,109.02,160.195,53.865,89.535,66.42,35.625,78.505,136.805,124.31,224.305,47.305,118.93,86.605,62.965
2266,215.38,92.575,168.41,329.02,144.555,114.35,41.255,43.365,99.185,63.285,74.675,250.05,173.505,149.68,49.635,128.07,108.985,160.185,53.865,89.505,66.395,35.615,78.495,136.795,124.295,224.29,47.295,118.91,86.575,62.96
2267,215.455,92.6,168.41,329.03,144.575,114.375,41.255,43.365,99.225,63.295,74.675,250.06,173.52,149.715,49.625,128.08,108.995,160.19,53.855,89.515,66.405,35.605,78.485,136.825,124.33,224.32,47.295,118.94,86.595,62.975
2268,215.41,92.56,168.38,328.965,144.58,114.355,41.255,43.355,99.195,63.265,74.665,250.05,173.51,149.695,49.625,128.07,108.975,160.19,53.865,89.505,66.385,35.605,78.475,136.815,124.3,224.28,47.285,118.895,86.585,62.975
2269,215.52,92.61,168.455,329.2,144.67,114.445,41.275,43.355,99.225,63.285,74.735,250.205,173.61,149.76,49.665,128.145,109.08,160.235,53.885,89.615,66.435,35.635,78.485,136.875,124.365,224.395,47.315,119.03,86.625,63
2270,215.755,92.73,168.67,329.39,144.855,114.61,41.335,43.395,99.33,63.37,74.815,250.5,173.85,149.935,49.765,128.26,109.195,160.385,53.945,89.73,66.495,35.665,78.535,136.97,124.48,224.58,47.365,119.17,86.695,63.07
2271,215.775,92.77,168.61,329.3,144.89,114.585,41.345,43.405,99.325,63.365,74.825,250.52,173.845,149.95,49.755,128.305,109.23,160.39,53.955,89.755,66.495,35.675,78.535,136.97,124.455,224.555,47.365,119.14,86.72,63.075
2272,215.775,92.75,168.645,329.35,144.86,114.615,41.355,43.405,99.33,63.355,74.835,250.47,173.84,149.95,49.735,128.275,109.21,160.395,53.955,89.745,66.495,35.675,78.545,136.99,124.485,224.56,47.365,119.135,86.735,63.085
2273,215.85,92.77,168.67,329.395,144.92,114.64,41.375,43.405,99.345,63.355,74.835,250.575,173.86,149.985,49.755,128.275,109.24,160.42,53.955,89.785,66.505,35.685,78.555,137.03,124.49,224.63,47.365,119.16,86.725,63.1
